mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.44,"4 km SE of Owasso, Oklahoma",1620846365549,1620922502959,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jgus,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jgus&format=geojson,,,,,reviewed,0,32,ok,2021jgus,",ok2021jgus,",",ok,",",origin,phase-data,",53.0,0.337433784,0.37,121.0,ml,quarry blast,"M 1.4 Quarry Blast - 4 km SE of Owasso, Oklahoma"
1.32,"5 km SSW of Owasso, Oklahoma",1620846075150,1620924141603,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jguo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jguo&format=geojson,,,,,reviewed,0,27,ok,2021jguo,",ok2021jguo,",",ok,",",origin,phase-data,",41.0,0.3203371389,0.35,181.0,ml,quarry blast,"M 1.3 Quarry Blast - 5 km SSW of Owasso, Oklahoma"
0.93,"6km S of Mojave, CA",1620845940540,1620865238682,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39650183,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39650183&format=geojson,,,,,reviewed,0,13,ci,39650183,",ci39650183,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.1241,0.18,53.0,ml,quarry blast,"M 0.9 Quarry Blast - 6km S of Mojave, CA"
0.86,"5km NE of Banning, CA",1620845516160,1620863880112,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39650159,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39650159&format=geojson,,,,,reviewed,0,11,ci,39650159,",ci39650159,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.08074,0.1,71.0,ml,earthquake,"M 0.9 - 5km NE of Banning, CA"
0.150000006,"4 km W of Volcano, Hawaii",1620844431700,1620850924190,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72465382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72465382&format=geojson,,,,,reviewed,0,0,hv,72465382,",hv72465382,",",hv,",",origin,phase-data,",6.0,,0.08,287.0,md,earthquake,"M 0.2 - 4 km W of Volcano, Hawaii"
2.32,"4 km ESE of Pāhala, Hawaii",1620844405830,1620844736050,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72465377,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72465377&format=geojson,,,,,automatic,0,83,hv,72465377,",hv72465377,",",hv,",",origin,phase-data,",17.0,,0.129999995,207.0,ml,earthquake,"M 2.3 - 4 km ESE of Pāhala, Hawaii"
2.5,"25 km NNE of Atka, Alaska",1620844384212,1620854789587,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02162lupi6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02162lupi6&format=geojson,,,,,reviewed,0,96,ak,02162lupi6,",ak02162lupi6,",",ak,",",origin,phase-data,",,,0.8,,ml,earthquake,"M 2.5 - 25 km NNE of Atka, Alaska"
2.1,"10km SSW of Ferndale, CA",1620844339370,1620869294450,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561715,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561715&format=geojson,,,,,reviewed,0,68,nc,73561715,",nc73561715,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.03964,0.1,124.0,md,earthquake,"M 2.1 - 10km SSW of Ferndale, CA"
1.54,"3 km S of Mill Creek, Oklahoma",1620843960130,1620925470610,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jgtk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jgtk&format=geojson,,,,,reviewed,0,36,ok,2021jgtk,",ok2021jgtk,",",ok,",",origin,phase-data,",15.0,0.1970613298,0.3,155.0,ml,quarry blast,"M 1.5 Quarry Blast - 3 km S of Mill Creek, Oklahoma"
-0.46,Southern Alaska,1620843941320,1620873437050,,https://earthquake.usgs.gov/earthquakes/eventpage/av91241786,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91241786&format=geojson,,,,,reviewed,0,0,av,91241786,",av91241786,",",av,",",origin,phase-data,",5.0,,0.09,170.0,ml,earthquake,M -0.5 - Southern Alaska
0.46,"2km WSW of Anderson Springs, CA",1620843730380,1620844810968,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561710,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561710&format=geojson,,,,,automatic,0,3,nc,73561710,",nc73561710,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.008407,0.02,141.0,md,earthquake,"M 0.5 - 2km WSW of Anderson Springs, CA"
5.5,"254 km NNE of Tobelo, Indonesia",1620843629159,1621010721040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e2k1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e2k1&format=geojson,,,3.257,green,reviewed,0,465,us,7000e2k1,",usauto7000e2k1,pt21132002,us7000e2k1,",",usauto,pt,us,",",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,3.397,0.84,36.0,mww,earthquake,"M 5.5 - 254 km NNE of Tobelo, Indonesia"
1.82,"33km NNW of Susanville, CA",1620843440180,1620877334209,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561705,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561705&format=geojson,,,,,reviewed,0,51,nc,73561705,",nc73561705,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.08861,0.07,181.0,md,earthquake,"M 1.8 - 33km NNW of Susanville, CA"
0.25,"15km E of Ridgecrest, CA",1620842982650,1620854319567,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39650087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39650087&format=geojson,,,,,reviewed,0,1,ci,39650087,",ci39650087,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.03844,0.11,209.0,ml,earthquake,"M 0.3 - 15km E of Ridgecrest, CA"
1.02,"15 km SSE of Sunnyside, Utah",1620842957170,1620848704920,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60435842,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60435842&format=geojson,,,,,reviewed,0,16,uu,60435842,",uu60435842,",",uu,",",origin,phase-data,",6.0,0.008631,0.07,194.0,md,earthquake,"M 1.0 - 15 km SSE of Sunnyside, Utah"
1.1,"17 km ENE of Chase, Alaska",1620842646933,1620843072312,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02162lohh1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02162lohh1&format=geojson,,,,,automatic,0,19,ak,02162lohh1,",ak02162lohh1,",",ak,",",origin,",,,0.38,,ml,earthquake,"M 1.1 - 17 km ENE of Chase, Alaska"
1.4,"52 km NNE of Yakutat, Alaska",1620842637316,1620842851553,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02162lodn7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02162lodn7&format=geojson,,,,,automatic,0,30,ak,02162lodn7,",ak02162lodn7,",",ak,",",origin,",,,1.08,,ml,earthquake,"M 1.4 - 52 km NNE of Yakutat, Alaska"
0.23,"38 km NE of Amboy, Washington",1620842553200,1620858423780,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61732121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61732121&format=geojson,,,,,reviewed,0,1,uw,61732121,",uw61732121,",",uw,",",origin,phase-data,",7.0,0.01438,0.06,120.0,ml,earthquake,"M 0.2 - 38 km NE of Amboy, Washington"
0.98,"8km ESE of Prunedale, CA",1620842545520,1620943595621,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561700,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561700&format=geojson,,,,,reviewed,0,15,nc,73561700,",nc73561700,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.07712,0.07,162.0,md,quarry blast,"M 1.0 Quarry Blast - 8km ESE of Prunedale, CA"
1.26,"13km SE of Tehachapi, CA",1620842488140,1620852505326,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39650063,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39650063&format=geojson,,,,,reviewed,0,24,ci,39650063,",ci39650063,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.06463,0.16,44.0,ml,quarry blast,"M 1.3 Quarry Blast - 13km SE of Tehachapi, CA"
2.13000011,"4 km ESE of Pāhala, Hawaii",1620842413590,1620842594200,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72465352,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72465352&format=geojson,,,,,automatic,0,70,hv,72465352,",hv72465352,",",hv,",",origin,phase-data,",44.0,,0.109999999,142.0,md,earthquake,"M 2.1 - 4 km ESE of Pāhala, Hawaii"
1.55,"5 km S of Owasso, Oklahoma",1620842037310,1620856930061,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jgsi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jgsi&format=geojson,,,,,reviewed,0,37,ok,2021jgsi,",ok2021jgsi,",",ok,",",origin,phase-data,",61.0,0.632575867,0.4,117.0,ml,quarry blast,"M 1.6 Quarry Blast - 5 km S of Owasso, Oklahoma"
1.44,"6 km W of Townsend, Montana",1620841931550,1620918635450,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80502099,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80502099&format=geojson,,,,,reviewed,0,32,mb,80502099,",mb80502099,",",mb,",",origin,phase-data,",8.0,0.318,0.07,165.0,ml,quarry blast,"M 1.4 Quarry Blast - 6 km W of Townsend, Montana"
1.17,"7 km ESE of Ashford, Washington",1620841751260,1620849131910,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61732106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61732106&format=geojson,,,,,reviewed,0,21,uw,61732106,",uw61732106,",",uw,",",origin,phase-data,",17.0,0.02221,0.14,234.0,ml,earthquake,"M 1.2 - 7 km ESE of Ashford, Washington"
2.94,"25km N of Shasta Lake, CA",1620841485920,1620970103832,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561695,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561695&format=geojson,16.0,3.8,,,reviewed,0,139,nc,73561695,",nc73561695,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.2735,0.13,40.0,md,earthquake,"M 2.9 - 25km N of Shasta Lake, CA"
1.6,Nevada,1620841367303,1620862357727,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807117,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807117&format=geojson,,,,,reviewed,0,39,nn,00807117,",nn00807117,",",nn,",",origin,phase-data,",21.0,0.026,0.1127,77.98,ml,earthquake,M 1.6 - Nevada
1.8,"5km E of Yucaipa, CA",1620841217320,1620849813650,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39649991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39649991&format=geojson,,,,,reviewed,0,50,ci,39649991,",ci39649991,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",56.0,0.0405,0.2,56.0,ml,earthquake,"M 1.8 - 5km E of Yucaipa, CA"
1.27,"2km W of Borrego Springs, CA",1620841214120,1620925256950,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39649983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39649983&format=geojson,,,,,reviewed,0,25,ci,39649983,",ci39649983,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",28.0,0.01884,0.13,82.0,ml,earthquake,"M 1.3 - 2km W of Borrego Springs, CA"
0.96,"13km NE of Coso Junction, CA",1620841148910,1620854608342,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39650007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39650007&format=geojson,,,,,reviewed,0,14,ci,39650007,",ci39650007,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.01581,0.13,52.0,ml,earthquake,"M 1.0 - 13km NE of Coso Junction, CA"
2.1,"53 km SSW of Whites City, New Mexico",1620841118789,1620843710738,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021jgrv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021jgrv&format=geojson,,,,,reviewed,0,68,tx,2021jgrv,",tx2021jgrv,",",tx,",",origin,phase-data,",11.0,0.05845222412,0.3,86.0,ml,earthquake,"M 2.1 - 53 km SSW of Whites City, New Mexico"
0.85,"4km W of Cobb, CA",1620840026130,1620849193246,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561680,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561680&format=geojson,,,,,automatic,0,11,nc,73561680,",nc73561680,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01186,0.01,178.0,md,earthquake,"M 0.9 - 4km W of Cobb, CA"
0.18,"7km ESE of Mammoth Lakes, CA",1620839962190,1620842832801,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561685,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561685&format=geojson,,,,,reviewed,0,0,nc,73561685,",nc73561685,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.006428,0.04,120.0,md,earthquake,"M 0.2 - 7km ESE of Mammoth Lakes, CA"
1.9,"82 km NNW of Karluk, Alaska",1620839767088,1620881163860,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02162l5mfd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02162l5mfd&format=geojson,,,,,automatic,0,56,ak,02162l5mfd,",av91027088,ak02162l5mfd,",",av,ak,",",origin,phase-data,",,,0.77,,ml,earthquake,"M 1.9 - 82 km NNW of Karluk, Alaska"
1.5,"15 km W of Canton, Oklahoma",1620839702680,1620915710257,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021jgrb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021jgrb&format=geojson,,,,,reviewed,0,35,ok,2021jgrb,",ok2021jgrb,",",ok,",",origin,phase-data,",29.0,0.3059399641,0.1,163.0,ml,earthquake,"M 1.5 - 15 km W of Canton, Oklahoma"
1.3,"14 km SSE of Clam Gulch, Alaska",1620839075065,1620839451706,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02162l341e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02162l341e&format=geojson,,,,,automatic,0,26,ak,02162l341e,",ak02162l341e,",",ak,",",origin,",,,0.31,,ml,earthquake,"M 1.3 - 14 km SSE of Clam Gulch, Alaska"
5.0,"37 km ESE of Port-Vila, Vanuatu",1620838363809,1620839429040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e2j8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e2j8&format=geojson,,,,,reviewed,0,385,us,7000e2j8,",us7000e2j8,",",us,",",origin,phase-data,",,2.794,0.54,72.0,mww,earthquake,"M 5.0 - 37 km ESE of Port-Vila, Vanuatu"
0.67,"2 km WNW of Montana City, Montana",1620838259650,1620918176920,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80502094,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80502094&format=geojson,,,,,reviewed,0,7,mb,80502094,",mb80502094,",",mb,",",origin,phase-data,",8.0,0.073,0.11,225.0,md,quarry blast,"M 0.7 Quarry Blast - 2 km WNW of Montana City, Montana"
1.3,"28 km W of Cantwell, Alaska",1620838158435,1620839290905,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02162kradf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02162kradf&format=geojson,,,,,automatic,0,26,ak,02162kradf,",ak02162kradf,",",ak,",",origin,",,,1.12,,ml,earthquake,"M 1.3 - 28 km W of Cantwell, Alaska"
0.86,"17km SSW of Searles Valley, CA",1620837987850,1620849814227,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39649887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39649887&format=geojson,,,,,reviewed,0,11,ci,39649887,",ci39649887,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.04613,0.15,158.0,ml,earthquake,"M 0.9 - 17km SSW of Searles Valley, CA"
0.88,"4km NW of The Geysers, CA",1620837748180,1620846071081,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73561675,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73561675&format=geojson,,,,,automatic,0,12,nc,73561675,",nc73561675,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.007241,0.34,76.0,md,earthquake,"M 0.9 - 4km NW of The Geysers, CA"
4.6,"35 km NE of Bandar-e Genāveh, Iran",1620836776108,1620855164040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e2ir,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e2ir&format=geojson,,,,,reviewed,0,326,us,7000e2ir,",us7000e2ir,",",us,",",origin,phase-data,",,6.816,0.7,32.0,mb,earthquake,"M 4.6 - 35 km NE of Bandar-e Genāveh, Iran"
1.59,"25 km NW of Stanley, Idaho",1620836179650,1620848757140,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80501974,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80501974&format=geojson,,,,,reviewed,0,39,mb,80501974,",mb80501974,",",mb,",",origin,phase-data,",10.0,0.215,0.23,89.0,ml,earthquake,"M 1.6 - 25 km NW of Stanley, Idaho"
1.9,"10 km ENE of Nikiski, Alaska",1620835710254,1620836451942,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02162kiix9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02162kiix9&format=geojson,,,,,automatic,0,56,ak,02162kiix9,",ak02162kiix9,",",ak,",",origin,",,,0.47,,ml,earthquake,"M 1.9 - 10 km ENE of Nikiski, Alaska"
0.69,"15 km SSE of Sunnyside, Utah",1620835592540,1620836978300,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60435832,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60435832&format=geojson,,,,,reviewed,0,7,uu,60435832,",uu60435832,",",uu,",",origin,phase-data,",5.0,0.004563,0.04,192.0,md,earthquake,"M 0.7 - 15 km SSE of Sunnyside, Utah"
1.11,"16km NW of Coso Junction, CA",1620835359050,1620867425993,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39649823,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39649823&format=geojson,,,,,reviewed,0,19,ci,39649823,",ci39649823,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.1006,0.17,83.0,ml,earthquake,"M 1.1 - 16km NW of Coso Junction, CA"
1.4,"86 km NNW of Karluk, Alaska",1620835205378,1620878711390,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02162kgra1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02162kgra1&format=geojson,,,,,automatic,0,30,ak,02162kgra1,",av91027043,ak02162kgra1,",",av,ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 1.4 - 86 km NNW of Karluk, Alaska"
5.5,"10 km E of Pampa de Tate, Peru",1620835016981,1620934117325,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e2ib,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e2ib&format=geojson,25.0,5.4,4.62,green,reviewed,0,479,us,7000e2ib,",us7000e2ib,usauto7000e2ib,",",us,usauto,",",dyfi,internal-moment-tensor,losspager,origin,phase-data,shakemap,",,2.465,0.89,51.0,mww,earthquake,"M 5.5 - 10 km E of Pampa de Tate, Peru"
2.12,"15km NW of Coso Junction, CA",1620834775350,1620866211720,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39649807,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39649807&format=geojson,,,,,reviewed,0,69,ci,39649807,",ci39649807,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35.0,0.09657,0.16,74.0,ml,earthquake,"M 2.1 - 15km NW of Coso Junction, CA"
2.4,"32 km SW of Coyanosa, Texas",1620834560100,1620842837087,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021jgof,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021jgof&format=geojson,,,,,reviewed,0,89,tx,2021jgof,",tx2021jgof,",",tx,",",origin,phase-data,",14.0,0.09512950781,0.3,68.0,ml,earthquake,"M 2.4 - 32 km SW of Coyanosa, Texas"
1.56,"1 km NE of Marston, Missouri",1620834467190,1620839943740,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60127723,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60127723&format=geojson,,,,,reviewed,0,37,nm,60127723,",nm60127723,",",nm,",",origin,phase-data,",16.0,0.04576,0.04,50.0,md,earthquake,"M 1.6 - 1 km NE of Marston, Missouri"
2.1,"52 km NE of Chenega, Alaska",1620834396539,1620834832662,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02162k58xi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02162k58xi&format=geojson,,,,,automatic,0,68,ak,02162k58xi,",ak02162k58xi,",",ak,",",origin,",,,0.69,,ml,earthquake,"M 2.1 - 52 km NE of Chenega, Alaska"
5.3,"267 km NNE of Tobelo, Indonesia",1620834325704,1620835955040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000e2i6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000e2i6&format=geojson,,,,,reviewed,0,432,us,7000e2i6,",us7000e2i6,",",us,",",origin,phase-data,",,3.515,0.76,99.0,mb,earthquake,"M 5.3 - 267 km NNE of Tobelo, Indonesia"
2.98,"2 km NE of Marston, Missouri",1620834022770,1620909554949,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60356016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60356016&format=geojson,15.0,5.3,,,reviewed,0,145,nm,60356016,",nm60356016,us7000e2i0,",",nm,us,",",dyfi,origin,phase-data,",68.0,0.03659,0.14,28.0,md,earthquake,"M 3.0 - 2 km NE of Marston, Missouri"
1.0,"30 km SSE of Mina, Nevada",1620833914598,1620861053668,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00807108,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00807108&format=geojson,,,,,reviewed,0,15,nn,00807108,",nn00807108,",",nn,",",origin,phase-data,",19.0,0.012,0.1413,73.65,ml,earthquake,"M 1.0 - 30 km SSE of Mina, Nevada"
1.76999998,"Island of Hawaii, Hawaii",1620833819280,1620834009260,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72465262,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72465262&format=geojson,,,,,automatic,0,48,hv,72465262,",hv72465262,",",hv,",",origin,phase-data,",37.0,,0.140000001,152.0,md,earthquake,"M 1.8 - Island of Hawaii, Hawaii"
0.44,"29 km S of Mossyrock, Washington",1620833548660,1620840077550,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61732006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61732006&format=geojson,,,,,reviewed,0,3,uw,61732006,",uw61732006,",",uw,",",origin,phase-data,",11.0,0.1089,0.09,187.0,ml,earthquake,"M 0.4 - 29 km S of Mossyrock, Washington"
